timejst,timestamp,open,high,low,close,volume
2022-07-16 05:10:00+09:00,1657915800.0,31272.8,31276.8,31256.8,31259.8,0
2022-07-16 05:15:00+09:00,1657916100.0,31256.8,31276.8,31256.8,31275.8,0
2022-07-16 05:20:00+09:00,1657916400.0,31275.8,31276.8,31267.8,31269.8,0
2022-07-16 05:25:00+09:00,1657916700.0,31268.8,31272.8,31267.8,31271.8,0
2022-07-16 05:30:00+09:00,1657917000.0,31272.8,31273.8,31260.8,31260.8,0
2022-07-16 05:35:00+09:00,1657917300.0,31260.8,31269.8,31260.8,31268.8,0
2022-07-16 05:40:00+09:00,1657917600.0,31268.8,31274.8,31266.8,31268.8,0
2022-07-16 05:45:00+09:00,1657917900.0,31267.8,31269.8,31258.8,31261.8,0
